user_type,purchase_frequency,avg_order_value,product_category,product_price,rating,discount_percentage,purchase
returning,8,66.98,Clothing,161.05,2.3,15,0
new,2,20.44,Electronics,830.15,2.5,15,0
new,3,20.44,Home & Kitchen,105.24,3.6,10,0
returning,7,149.92,Electronics,461.04,3.3,10,0
loyal,11,296.88,Home & Kitchen,239.51,4.8,10,1
loyal,13,209.83,Electronics,264.29,1.3,0,1
loyal,9,172.93,Books,57.65,3.6,25,1
loyal,12,182.78,Home & Kitchen,172.22,3.2,0,1
returning,3,40.35,Home & Kitchen,204.2,3.4,15,1
loyal,12,160.34,Electronics,212.33,3.2,0,1
loyal,13,90.58,Clothing,90.73,2.9,0,1
loyal,15,281.22,Electronics,251.13,3.0,20,1
new,1,45.75,Books,37.34,2.0,0,0
loyal,14,194.13,Electronics,722.45,1.0,20,1
returning,4,80.79,Home & Kitchen,63.71,2.9,10,0
loyal,17,282.43,Clothing,261.58,2.1,0,1
new,2,59.99,Books,48.41,3.9,5,0
returning,4,110.09,Home & Kitchen,289.07,1.5,30,1
new,1,43.88,Clothing,126.98,3.6,15,0
new,2,45.18,Books,37.99,3.3,30,0
new,1,48.49,Clothing,45.93,3.5,10,0
loyal,10,124.05,Beauty,22.16,1.1,0,1
new,2,72.9,Books,43.23,2.3,20,0
returning,5,42.0,Home & Kitchen,30.46,4.2,5,0
new,3,58.91,Beauty,117.16,2.1,20,0
returning,4,48.38,Beauty,150.02,4.0,20,1
new,2,48.6,Home & Kitchen,233.06,5.0,30,0
new,3,46.53,Electronics,1011.03,4.4,30,0
returning,4,136.74,Home & Kitchen,247.13,2.0,0,0
returning,3,86.97,Clothing,251.21,2.3,5,0
new,3,66.37,Home & Kitchen,289.36,3.8,10,0
new,2,30.36,Home & Kitchen,73.13,3.9,20,0
new,2,39.24,Home & Kitchen,378.37,4.9,0,0
loyal,9,165.72,Books,55.6,3.1,15,1
returning,9,119.89,Books,17.9,3.7,20,1
returning,4,113.05,Electronics,289.68,2.6,15,1
new,3,79.04,Electronics,870.49,4.7,30,0
returning,6,119.79,Home & Kitchen,486.14,1.4,0,0
new,3,27.81,Clothing,162.98,1.8,5,0
new,1,44.39,Beauty,24.32,4.1,20,0
returning,8,88.08,Electronics,307.24,4.4,30,1
returning,7,136.22,Electronics,881.54,2.9,10,1
new,3,38.86,Home & Kitchen,135.27,4.6,10,0
returning,6,41.25,Home & Kitchen,317.77,4.0,5,1
loyal,17,244.08,Clothing,152.85,1.3,0,1
returning,6,136.96,Clothing,228.97,3.9,5,1
returning,5,42.08,Electronics,456.91,4.5,0,1
loyal,9,160.28,Electronics,119.87,3.4,5,1
loyal,10,121.98,Electronics,155.38,3.1,5,1
returning,4,105.8,Home & Kitchen,304.97,4.1,0,1
returning,7,65.97,Beauty,27.65,1.6,40,0
new,1,23.49,Clothing,127.52,2.9,5,0
returning,9,145.96,Electronics,759.97,2.6,20,1
new,2,53.65,Books,23.97,3.5,15,0
new,2,65.42,Beauty,88.51,3.0,10,0
returning,4,58.77,Electronics,1053.18,1.1,20,0
new,1,41.38,Clothing,236.28,1.7,15,0
returning,3,84.63,Electronics,1130.76,4.7,25,1
returning,8,127.53,Electronics,1120.09,3.6,10,1
returning,6,104.81,Home & Kitchen,372.87,1.9,5,1
new,2,47.16,Sports,182.85,1.0,15,0
new,3,67.75,Books,27.27,3.1,5,0
returning,3,105.78,Sports,217.05,3.5,0,0
loyal,18,201.49,Clothing,168.79,1.3,25,1
new,2,61.71,Beauty,80.54,4.2,20,0
new,1,49.87,Clothing,113.35,1.4,0,0
loyal,13,250.09,Electronics,106.75,3.4,5,1
new,3,54.31,Books,26.49,4.7,0,0
loyal,11,81.21,Clothing,185.78,2.4,25,1
returning,8,76.72,Clothing,166.93,1.8,15,1
returning,4,86.36,Books,23.1,1.3,0,0
returning,3,119.83,Clothing,205.15,1.2,30,1
new,3,47.8,Home & Kitchen,94.03,3.8,5,0
returning,9,109.89,Clothing,218.65,3.7,30,1
loyal,8,237.95,Beauty,91.76,2.3,15,1
returning,7,131.22,Clothing,295.36,4.8,10,1
returning,3,75.2,Home & Kitchen,308.97,5.0,5,1
loyal,17,122.64,Electronics,1149.11,2.9,30,1
new,3,43.53,Beauty,139.94,3.2,0,0
returning,7,109.59,Home & Kitchen,73.73,1.1,10,0
returning,8,95.91,Electronics,1196.06,2.9,20,1
loyal,15,257.91,Clothing,230.05,1.4,0,1
returning,3,73.47,Clothing,197.25,1.9,5,0
returning,6,99.55,Home & Kitchen,374.21,3.2,0,1
loyal,12,106.93,Home & Kitchen,378.07,4.6,25,1
returning,9,84.42,Clothing,91.21,1.5,5,1
new,1,63.59,Books,7.2,4.9,0,0
returning,7,118.82,Beauty,18.58,2.0,10,1
returning,6,149.23,Electronics,603.68,1.1,0,0
returning,8,53.47,Clothing,78.08,3.7,40,1
loyal,14,275.6,Home & Kitchen,259.73,4.9,50,1
returning,3,71.73,Home & Kitchen,499.31,4.9,20,1
returning,6,74.0,Electronics,577.74,1.6,25,1
returning,5,76.44,Clothing,146.91,2.1,15,1
new,3,45.09,Electronics,93.64,2.4,20,0
new,2,73.84,Home & Kitchen,405.36,1.6,25,0
loyal,10,238.85,Home & Kitchen,470.81,2.9,10,1
returning,6,117.92,Electronics,1018.98,2.4,0,0
new,1,47.97,Clothing,69.6,5.0,0,0
new,3,49.74,Clothing,207.72,2.5,20,0
returning,4,141.31,Beauty,79.76,3.3,0,1
loyal,18,198.58,Electronics,258.43,3.4,20,1
loyal,17,224.86,Home & Kitchen,379.74,3.0,10,1
new,2,70.87,Beauty,42.31,4.2,5,0
loyal,13,250.03,Beauty,12.03,3.0,10,1
returning,5,45.68,Books,18.12,3.4,0,1
returning,4,145.83,Clothing,28.12,1.3,50,1
returning,6,103.91,Beauty,153.38,2.4,50,1
new,3,48.23,Books,7.77,2.5,0,0
loyal,14,109.79,Books,10.39,1.6,20,1
new,1,26.73,Electronics,262.16,4.9,0,0
new,3,55.82,Electronics,190.96,3.3,5,0
loyal,17,126.12,Books,30.69,1.1,40,1
returning,6,119.25,Sports,264.67,2.5,20,0
loyal,8,229.48,Beauty,74.05,3.8,5,1
returning,9,44.64,Beauty,71.92,3.5,0,1
returning,9,88.95,Home & Kitchen,203.5,1.7,20,1
loyal,17,184.0,Clothing,215.02,2.7,10,1
new,3,25.46,Books,7.45,2.7,0,0
loyal,15,156.74,Books,59.6,3.6,0,1
new,3,68.96,Books,58.24,3.0,10,0
loyal,13,283.43,Sports,208.65,4.5,5,1
new,1,23.97,Clothing,43.36,3.8,20,0
returning,9,70.66,Electronics,699.7,4.2,0,1
loyal,16,158.48,Sports,319.19,3.7,25,1
returning,9,113.54,Electronics,778.09,1.6,15,0
returning,7,98.0,Books,48.69,2.0,5,1
loyal,18,266.52,Beauty,61.87,1.9,10,1
returning,6,148.64,Clothing,61.53,2.5,0,1
loyal,10,194.8,Beauty,98.13,1.4,20,1
returning,4,89.44,Clothing,50.99,2.2,20,0
new,1,52.52,Beauty,166.4,4.5,0,0
new,2,56.92,Electronics,454.66,3.7,0,0
new,3,48.45,Books,44.71,3.5,0,0
new,1,21.51,Books,54.97,2.3,10,0
returning,4,44.09,Home & Kitchen,113.61,1.3,10,1
new,1,28.44,Books,18.5,2.8,10,0
new,2,20.96,Sports,65.63,4.1,20,0
new,2,26.83,Books,5.74,1.3,50,0
loyal,8,214.68,Sports,45.71,3.6,0,1
returning,6,42.13,Clothing,69.71,3.6,0,1
returning,5,141.71,Home & Kitchen,472.34,1.3,10,0
loyal,17,202.86,Clothing,176.05,2.3,10,1
new,1,44.57,Sports,328.91,1.4,20,0
loyal,12,105.07,Electronics,1111.04,1.5,30,1
returning,3,140.56,Clothing,28.85,4.8,5,1
new,2,28.5,Clothing,142.54,3.6,20,0
returning,8,49.88,Clothing,115.83,4.1,15,1
loyal,16,247.57,Sports,192.54,2.5,20,1
returning,7,48.5,Clothing,49.13,2.2,20,1
loyal,12,189.48,Sports,393.74,4.8,0,1
new,3,59.55,Clothing,185.86,4.1,0,0
new,1,60.56,Beauty,191.31,2.1,10,0
new,3,27.61,Home & Kitchen,249.47,2.8,5,0
new,3,74.59,Clothing,99.93,3.7,10,0
new,3,44.21,Clothing,216.41,2.8,40,0
loyal,11,208.56,Clothing,74.52,1.5,0,1
new,3,22.26,Clothing,249.25,4.9,10,0
returning,8,50.39,Clothing,288.54,1.9,30,0
returning,5,81.29,Electronics,504.37,1.3,20,0
loyal,15,151.04,Clothing,141.49,4.5,5,1
loyal,13,265.85,Home & Kitchen,85.33,2.4,25,1
loyal,13,178.8,Clothing,255.57,4.8,15,1
loyal,8,83.21,Books,27.62,1.9,25,1
loyal,12,176.04,Sports,171.25,1.5,10,1
loyal,15,131.19,Clothing,78.59,4.8,10,1
returning,4,77.53,Home & Kitchen,490.26,1.7,15,0
new,1,40.97,Electronics,707.48,1.6,5,0
returning,8,72.77,Clothing,250.5,2.9,20,0
returning,9,110.43,Books,27.67,3.1,0,1
returning,5,68.44,Clothing,171.4,3.4,30,1
new,1,68.2,Electronics,179.81,1.2,15,0
returning,4,117.14,Clothing,154.17,1.8,20,1
loyal,18,130.56,Beauty,71.9,3.6,15,1
new,3,41.66,Home & Kitchen,194.22,1.3,25,0
loyal,19,295.77,Sports,75.17,1.6,20,1
returning,5,60.36,Sports,271.93,3.3,10,1
loyal,19,116.18,Electronics,207.61,4.2,10,1
loyal,19,289.3,Electronics,1140.82,3.1,25,1
loyal,18,217.55,Clothing,121.81,1.5,0,1
returning,9,56.35,Home & Kitchen,307.36,2.4,40,1
new,1,36.94,Home & Kitchen,284.84,4.2,30,0
returning,8,98.63,Electronics,1097.52,2.9,10,1
loyal,14,83.7,Electronics,146.94,3.5,20,1
loyal,18,131.7,Electronics,611.04,1.2,25,1
loyal,13,205.6,Beauty,104.36,1.2,30,1
new,1,28.8,Sports,349.43,2.0,20,0
returning,7,121.44,Electronics,884.14,4.5,20,1
returning,5,110.3,Clothing,254.43,1.0,50,1
new,1,78.05,Electronics,1078.14,1.0,5,0
new,1,70.16,Beauty,23.13,5.0,15,0
new,1,47.33,Sports,362.92,1.1,0,0
loyal,18,272.45,Clothing,88.74,2.4,10,1
new,2,20.04,Clothing,135.51,1.4,10,0
new,1,23.0,Clothing,262.73,3.1,20,0
loyal,12,116.07,Home & Kitchen,47.28,4.2,15,1
returning,4,53.12,Books,12.56,3.8,0,1
new,2,23.27,Home & Kitchen,165.82,2.0,25,0
new,3,66.39,Sports,325.69,3.1,15,0
new,1,64.19,Electronics,552.5,4.5,0,0
new,2,26.86,Beauty,69.36,2.0,25,0
new,1,48.02,Clothing,218.25,1.6,20,0
returning,5,149.32,Clothing,245.98,4.8,25,1
new,2,49.84,Books,30.95,3.0,30,0
returning,3,106.45,Sports,38.87,2.6,25,0
loyal,9,298.39,Books,49.68,1.7,50,1
returning,5,71.05,Beauty,132.57,3.2,15,1
loyal,8,222.29,Beauty,108.2,2.5,0,1
returning,6,60.5,Clothing,157.62,3.1,50,1
returning,6,52.1,Beauty,59.39,3.8,25,1
loyal,11,200.47,Beauty,108.88,3.8,5,1
new,3,66.86,Home & Kitchen,366.14,4.4,0,0
new,1,20.68,Home & Kitchen,54.39,4.5,15,0
returning,5,123.43,Beauty,40.27,4.1,20,1
returning,7,58.15,Beauty,124.63,1.6,20,0
loyal,9,191.14,Clothing,48.19,2.7,0,1
loyal,8,292.21,Beauty,142.85,1.6,0,1
returning,6,147.55,Beauty,133.47,2.3,0,0
returning,3,125.57,Clothing,129.38,1.1,15,1
returning,6,61.71,Books,47.9,3.5,30,1
loyal,13,169.67,Electronics,420.46,1.1,5,1
loyal,18,140.84,Electronics,1149.19,3.4,0,1
loyal,11,155.99,Home & Kitchen,28.43,3.4,10,1
new,2,71.7,Sports,65.51,4.2,0,0
loyal,9,294.1,Electronics,740.07,1.7,10,1
new,2,53.7,Beauty,135.11,3.6,0,0
new,1,70.1,Home & Kitchen,496.43,1.7,20,0
loyal,16,154.16,Beauty,55.76,4.0,5,1
new,1,45.28,Beauty,157.59,1.2,0,0
loyal,13,281.13,Beauty,53.23,4.1,25,1
new,3,25.75,Beauty,191.18,3.7,0,0
loyal,8,181.41,Beauty,93.19,3.2,25,1
new,1,33.92,Electronics,137.82,1.9,20,0
returning,9,50.38,Clothing,79.59,4.5,25,1
new,2,70.26,Clothing,123.39,3.7,25,0
returning,3,81.47,Books,23.25,1.8,15,0
returning,9,125.75,Electronics,548.13,1.9,10,1
returning,5,131.82,Electronics,780.85,2.8,0,0
new,2,44.34,Beauty,67.48,3.9,15,0
new,1,67.16,Books,7.8,3.6,10,0
new,1,66.84,Beauty,96.84,3.6,10,0
returning,8,55.48,Electronics,570.41,2.2,25,1
loyal,18,145.46,Clothing,159.8,2.3,0,1
loyal,17,82.72,Clothing,109.95,3.6,10,1
new,1,78.32,Electronics,89.05,2.7,25,0
returning,4,139.03,Clothing,121.59,4.2,20,1
loyal,13,276.64,Clothing,92.74,2.1,5,1
new,1,48.42,Electronics,634.18,4.6,0,0
returning,8,90.18,Home & Kitchen,61.05,4.2,0,1
returning,3,122.81,Clothing,219.35,3.8,25,1
new,1,43.4,Electronics,933.73,4.8,40,0
new,1,28.0,Books,42.67,5.0,40,1
new,1,70.49,Books,47.87,2.2,0,0
returning,3,105.69,Beauty,64.83,3.4,40,1
new,3,77.38,Home & Kitchen,78.87,4.9,20,0
new,2,36.08,Sports,99.65,4.0,5,0
returning,9,147.01,Sports,337.41,4.5,25,1
new,1,25.53,Home & Kitchen,439.42,4.6,25,0
new,3,32.82,Clothing,24.62,4.7,15,0
loyal,16,264.61,Electronics,1162.21,4.3,0,1
new,3,55.8,Books,43.09,1.7,30,0
returning,5,145.75,Home & Kitchen,494.57,4.1,15,1
returning,5,83.65,Sports,94.05,2.8,0,0
returning,5,134.51,Home & Kitchen,413.86,4.3,10,1
returning,4,84.11,Sports,305.43,3.6,20,1
new,3,22.43,Beauty,196.13,2.8,10,0
loyal,11,231.42,Sports,68.77,3.8,25,1
returning,8,121.28,Clothing,246.11,3.2,25,1
loyal,15,214.71,Electronics,689.02,1.5,40,1
returning,4,133.36,Beauty,104.87,4.2,0,1
loyal,8,83.81,Beauty,28.8,3.5,25,1
loyal,11,146.79,Clothing,137.5,2.9,10,1
loyal,9,174.13,Beauty,108.58,1.9,10,1
returning,7,106.76,Home & Kitchen,202.75,3.2,10,1
returning,6,46.86,Electronics,515.95,3.7,50,1
loyal,9,98.45,Home & Kitchen,149.04,4.3,30,1
loyal,17,129.21,Sports,366.95,3.3,0,1
loyal,16,197.57,Home & Kitchen,166.35,1.6,0,1
returning,4,90.77,Beauty,53.01,5.0,0,1
loyal,14,113.77,Electronics,1162.8,2.8,10,1
new,1,52.45,Books,5.46,2.7,20,0
returning,6,141.12,Sports,318.95,4.4,25,1
new,2,50.5,Home & Kitchen,127.84,1.9,0,0
returning,6,92.31,Clothing,80.63,3.0,20,0
loyal,17,209.14,Home & Kitchen,390.21,1.3,5,1
new,3,64.24,Sports,152.42,4.8,0,0
returning,7,85.39,Electronics,968.88,4.5,0,1
returning,3,110.04,Clothing,171.63,3.4,0,1
new,1,44.07,Electronics,951.98,2.9,20,0
returning,5,112.89,Home & Kitchen,55.04,3.3,15,1
returning,9,108.65,Home & Kitchen,368.74,4.2,0,1
new,1,64.81,Sports,247.7,3.6,0,0
loyal,8,180.11,Clothing,253.67,1.4,0,1
loyal,15,191.37,Home & Kitchen,109.17,2.5,20,1
new,1,36.87,Beauty,115.05,4.8,40,0
new,3,54.13,Clothing,195.5,4.8,5,0
returning,3,124.5,Books,6.88,2.3,0,1
returning,6,104.83,Beauty,141.06,3.4,40,1
new,2,38.42,Clothing,184.67,2.2,5,0
new,1,31.9,Electronics,620.95,2.6,10,0
returning,7,94.18,Home & Kitchen,62.99,3.9,10,1
loyal,15,225.72,Clothing,229.56,1.4,30,1
returning,5,145.96,Clothing,217.64,4.7,10,1
returning,7,128.32,Sports,218.78,1.1,20,1
loyal,19,187.7,Home & Kitchen,116.07,3.1,0,1
returning,5,137.76,Beauty,86.48,4.1,0,0
returning,7,141.62,Electronics,690.29,2.0,10,0
returning,6,136.5,Sports,204.96,3.9,0,1
loyal,12,297.9,Beauty,72.78,1.4,25,1
returning,3,120.17,Beauty,60.94,4.0,15,1
loyal,12,200.31,Clothing,82.25,2.2,15,1
returning,5,44.66,Home & Kitchen,175.46,4.3,5,0
returning,4,70.68,Home & Kitchen,217.77,3.5,15,1
new,3,28.08,Beauty,136.55,1.3,0,0
returning,7,140.41,Beauty,12.81,2.3,15,0
loyal,9,176.86,Electronics,968.65,3.1,20,1
new,1,37.03,Sports,61.03,3.4,0,0
returning,3,76.71,Sports,88.33,2.8,15,0
new,1,66.98,Home & Kitchen,306.91,3.8,0,0
loyal,11,256.23,Electronics,126.57,2.2,10,1
new,1,23.61,Beauty,169.82,4.1,5,0
loyal,13,277.35,Home & Kitchen,394.2,3.5,25,1
returning,5,99.14,Beauty,147.89,1.9,0,0
new,1,73.28,Beauty,37.78,4.0,0,0
returning,7,133.21,Electronics,390.55,4.7,10,1
new,1,50.42,Home & Kitchen,391.7,2.7,20,0
returning,3,129.48,Home & Kitchen,225.92,2.7,15,0
returning,5,50.02,Sports,203.88,1.1,0,0
new,1,47.65,Clothing,56.92,2.1,0,0
loyal,17,190.61,Clothing,280.72,1.8,20,1
new,1,27.36,Beauty,197.63,3.2,20,0
returning,3,79.79,Electronics,897.96,3.7,50,1
returning,9,112.06,Books,45.19,4.2,10,1
returning,5,44.66,Clothing,67.05,3.4,0,0
returning,7,120.65,Home & Kitchen,201.83,3.8,30,1
returning,8,123.94,Home & Kitchen,169.0,4.3,10,1
returning,3,122.01,Clothing,57.14,1.8,10,0
returning,9,44.78,Sports,132.81,3.8,20,1
new,2,77.61,Electronics,1078.52,2.0,10,0
returning,6,121.69,Clothing,108.99,1.5,15,1
new,2,56.65,Clothing,91.34,1.0,15,0
new,2,51.68,Home & Kitchen,339.5,3.0,0,0
returning,8,100.98,Clothing,85.02,4.1,10,1
returning,4,40.4,Electronics,1092.74,2.8,20,1
returning,6,87.43,Sports,97.38,1.0,0,0
returning,7,58.37,Clothing,283.48,4.2,0,1
returning,9,146.26,Clothing,228.81,4.2,30,1
returning,6,74.86,Clothing,188.27,2.5,0,0
new,1,59.31,Clothing,128.87,4.6,0,0
returning,6,53.99,Electronics,400.4,2.9,40,1
returning,5,59.81,Electronics,805.18,3.7,5,0
returning,6,116.79,Electronics,368.85,2.3,0,0
returning,6,125.03,Electronics,915.79,2.4,20,1
returning,4,138.86,Clothing,290.39,1.1,0,0
returning,9,116.38,Home & Kitchen,154.3,2.6,25,1
returning,8,117.83,Home & Kitchen,248.71,4.4,0,1
returning,5,65.59,Electronics,556.05,2.5,10,1
returning,7,144.05,Sports,199.87,2.6,10,0
new,2,53.1,Beauty,90.05,4.2,30,0
new,2,55.25,Sports,201.23,3.5,30,0
new,3,25.53,Clothing,59.38,3.4,15,0
returning,6,129.06,Books,19.69,3.8,30,1
loyal,16,84.36,Electronics,1010.78,2.1,15,1
returning,6,77.14,Beauty,42.12,1.3,0,0
new,3,30.55,Electronics,516.63,3.6,10,0
loyal,10,106.94,Clothing,49.71,1.7,0,1
loyal,19,228.76,Home & Kitchen,27.22,3.6,0,1
loyal,11,189.4,Home & Kitchen,358.44,4.7,25,1
returning,4,101.6,Home & Kitchen,216.78,3.8,0,1
loyal,16,262.61,Electronics,1117.3,4.6,25,1
new,2,45.04,Clothing,231.04,3.9,25,0
new,1,35.82,Sports,347.97,2.2,30,0
new,2,23.05,Beauty,73.69,4.1,0,0
returning,8,74.1,Home & Kitchen,330.36,3.1,0,1
new,1,30.55,Home & Kitchen,31.8,3.6,5,0
returning,8,123.24,Electronics,856.1,4.7,0,1
returning,4,94.67,Clothing,129.2,1.6,30,0
returning,4,92.4,Clothing,103.35,4.5,30,1
loyal,16,103.76,Home & Kitchen,450.84,2.3,5,1
new,2,53.94,Books,59.71,1.3,0,0
returning,8,65.17,Home & Kitchen,335.25,2.5,0,0
loyal,15,192.37,Electronics,410.95,1.6,10,1
new,3,69.73,Clothing,268.27,4.4,25,0
returning,8,119.27,Electronics,1005.55,4.5,30,1
loyal,15,292.38,Beauty,184.63,3.9,15,1
loyal,15,241.78,Electronics,454.34,1.5,20,1
loyal,12,296.52,Home & Kitchen,128.09,2.0,0,1
returning,8,138.21,Books,33.3,4.4,0,1
returning,5,77.05,Clothing,289.98,1.9,0,0
new,1,43.75,Electronics,244.9,4.4,5,0
new,2,27.5,Home & Kitchen,307.81,4.9,5,0
new,3,68.29,Electronics,189.04,1.0,20,0
returning,3,92.73,Home & Kitchen,168.37,2.0,25,0
loyal,12,80.35,Beauty,37.74,2.5,15,1
returning,6,145.05,Clothing,43.96,1.6,10,0
returning,4,125.69,Home & Kitchen,494.02,4.1,0,1
returning,8,94.41,Sports,76.59,1.1,5,0
returning,7,125.07,Home & Kitchen,130.92,1.5,20,1
loyal,17,194.89,Sports,97.32,2.9,20,1
new,3,30.18,Electronics,1071.47,3.2,25,0
returning,4,100.68,Books,26.2,4.7,0,1
returning,6,129.35,Books,8.67,3.3,30,1
new,2,45.34,Beauty,109.8,3.3,0,0
returning,4,76.47,Electronics,265.81,1.3,0,0
loyal,14,80.88,Clothing,208.22,4.7,5,1
new,1,77.17,Electronics,560.56,4.6,20,0
new,3,25.07,Sports,244.63,4.7,0,0
new,1,50.91,Clothing,285.58,1.3,40,0
loyal,9,289.29,Sports,260.37,2.0,25,1
returning,8,124.55,Clothing,34.46,4.3,40,1
returning,4,60.54,Electronics,960.87,2.3,25,1
returning,7,84.76,Clothing,244.98,4.4,0,1
loyal,18,212.66,Home & Kitchen,448.6,2.6,0,1
loyal,14,229.11,Beauty,82.34,2.7,0,1
loyal,12,288.65,Clothing,78.48,3.1,0,1
loyal,19,297.9,Sports,232.54,3.1,25,1
returning,8,144.39,Clothing,193.04,2.4,0,1
returning,6,148.05,Books,34.11,2.6,0,1
loyal,14,241.66,Books,46.09,3.2,10,1
loyal,19,234.5,Clothing,159.0,3.7,10,1
new,3,47.14,Electronics,1159.51,2.6,30,0
new,3,70.11,Clothing,122.93,2.8,10,0
loyal,13,257.31,Electronics,208.62,1.8,10,1
new,1,28.93,Sports,196.57,3.0,0,0
loyal,19,207.7,Sports,136.97,3.4,0,1
returning,6,143.17,Books,13.43,4.3,0,1
new,2,69.05,Books,35.31,2.1,10,0
new,2,62.61,Clothing,121.29,2.6,20,0
new,3,77.53,Electronics,298.02,4.8,20,0
new,3,32.26,Beauty,120.68,3.0,20,0
returning,8,63.07,Home & Kitchen,360.53,4.3,20,1
returning,3,125.23,Books,15.57,1.2,20,0
loyal,13,130.15,Beauty,181.81,2.4,20,1
returning,5,128.86,Clothing,176.04,3.9,5,1
returning,3,73.66,Electronics,183.1,4.7,20,1
returning,8,80.87,Beauty,100.99,1.7,10,1
returning,3,116.35,Home & Kitchen,349.62,3.9,10,0
returning,9,65.22,Beauty,13.06,1.2,20,0
new,3,71.01,Clothing,39.36,1.2,30,0
new,2,38.04,Clothing,225.54,1.5,10,0
new,1,42.35,Electronics,378.9,3.2,25,0
new,3,36.71,Books,24.62,2.7,0,0
returning,8,101.7,Home & Kitchen,172.68,2.3,20,1
new,3,51.35,Clothing,112.68,2.6,50,0
loyal,9,181.21,Home & Kitchen,273.53,2.9,20,1
loyal,10,129.95,Home & Kitchen,68.1,4.8,10,1
loyal,19,111.87,Clothing,250.69,1.3,10,1
loyal,13,246.22,Clothing,103.68,3.7,5,1
new,1,37.42,Clothing,227.0,1.8,25,0
returning,7,50.71,Clothing,198.8,4.9,10,1
new,3,64.07,Home & Kitchen,367.84,3.5,5,0
loyal,10,229.32,Electronics,734.05,3.0,25,1
loyal,13,195.2,Clothing,134.49,4.0,5,1
loyal,14,266.69,Clothing,31.18,3.9,0,1
returning,4,79.1,Clothing,139.04,3.2,10,0
loyal,18,211.88,Sports,29.21,1.3,30,1
new,3,61.87,Electronics,80.07,1.2,0,0
new,2,63.25,Home & Kitchen,139.06,3.5,0,0
loyal,13,205.22,Electronics,960.44,2.0,15,1
returning,4,116.09,Beauty,55.04,3.1,20,0
loyal,19,211.61,Sports,295.38,2.9,0,1
new,2,36.02,Clothing,172.23,4.2,20,0
loyal,10,245.82,Beauty,147.28,4.1,0,1
returning,7,126.65,Clothing,51.81,4.1,30,1
loyal,18,222.49,Electronics,346.15,4.2,25,1
loyal,14,239.82,Clothing,208.58,2.8,0,1
loyal,18,202.52,Clothing,240.01,4.0,20,1
new,1,63.63,Clothing,179.26,4.8,25,0
loyal,11,207.29,Clothing,21.26,2.2,0,1
new,2,60.18,Clothing,287.66,1.4,0,0
new,1,71.0,Books,46.51,4.9,0,0
returning,3,68.17,Clothing,296.66,4.9,40,1
loyal,14,103.83,Electronics,596.34,3.8,15,1
returning,9,81.28,Home & Kitchen,24.1,5.0,15,1
loyal,8,141.36,Clothing,84.03,3.4,20,1
returning,5,123.8,Electronics,169.98,3.3,0,1
new,3,45.03,Electronics,1103.34,1.9,10,0
loyal,18,164.65,Home & Kitchen,322.02,1.5,10,1
new,2,20.32,Clothing,166.35,3.8,10,0
loyal,19,291.89,Beauty,69.58,2.7,40,1
returning,9,44.39,Electronics,341.32,2.2,30,1
returning,8,99.62,Electronics,925.84,3.9,25,1
returning,8,42.05,Clothing,89.16,2.9,0,1
new,2,22.8,Sports,261.23,2.1,40,0
returning,5,90.81,Home & Kitchen,220.1,2.2,15,1
new,3,55.63,Clothing,188.48,3.5,0,0
new,1,63.74,Electronics,626.43,2.0,0,0
new,3,24.22,Home & Kitchen,117.37,4.4,0,0
returning,4,55.89,Clothing,89.28,3.4,5,0
loyal,14,115.44,Home & Kitchen,453.22,4.8,40,1
returning,4,54.72,Home & Kitchen,23.89,4.5,20,1
loyal,18,116.3,Clothing,50.68,4.4,40,1
returning,5,91.43,Electronics,297.45,1.8,10,0
returning,8,63.22,Beauty,15.99,3.5,10,0
returning,4,146.87,Home & Kitchen,240.72,4.3,25,1
returning,3,112.56,Beauty,101.79,1.7,10,0
returning,7,75.18,Clothing,94.1,4.8,0,0
new,3,24.53,Books,30.17,4.8,0,0
loyal,13,227.28,Electronics,771.22,3.0,20,1
loyal,11,251.67,Clothing,41.45,4.0,30,1
new,2,68.15,Books,29.69,4.0,10,0
loyal,15,164.04,Beauty,56.71,1.3,10,1
new,1,41.29,Clothing,193.84,4.1,0,0
new,2,78.17,Beauty,176.71,1.9,50,0
new,3,55.03,Books,49.65,4.3,0,0
loyal,12,244.08,Clothing,151.9,2.0,20,1
loyal,16,135.45,Beauty,22.04,1.9,15,1
loyal,17,239.81,Home & Kitchen,332.83,4.2,0,1
new,1,72.81,Home & Kitchen,498.02,3.9,20,0
returning,6,71.1,Home & Kitchen,324.62,2.0,20,1
returning,9,51.19,Home & Kitchen,34.0,2.4,30,1
new,2,58.77,Beauty,34.13,4.4,40,0
returning,8,109.02,Clothing,114.87,3.3,40,1
new,2,47.12,Electronics,928.2,3.5,5,0
new,1,64.0,Beauty,44.95,3.8,0,0
returning,7,53.71,Beauty,19.7,1.3,0,0
returning,3,114.98,Clothing,166.92,3.5,5,0
new,1,56.13,Electronics,505.5,3.1,10,0
new,3,22.15,Books,19.11,3.0,15,0
new,3,37.51,Electronics,425.63,2.3,5,0
new,1,25.05,Clothing,275.35,2.0,25,0
new,1,63.98,Electronics,811.4,4.2,5,0
returning,5,134.21,Home & Kitchen,463.16,2.6,20,1
returning,7,148.39,Electronics,187.95,3.4,10,1
returning,4,139.15,Home & Kitchen,172.73,1.2,15,0
loyal,11,145.18,Books,33.45,2.0,0,1
returning,5,137.17,Home & Kitchen,338.04,4.9,0,1
